YEAR,GEO_ID,TRACT,CITY,COUNTY,STATE,ABBREV_NAME,B25057_001E,B25057_001M,B25058_001E,B25058_001M,B25059_001E,B25059_001M
2019,6037910205,Census Tract 9102.05,Acton,Los Angeles County,California,Acton,378.0,237.0,,,1704.0,538.0
2019,6037910804,Census Tract 9108.04,Acton,Los Angeles County,California,Acton,1266.0,355.0,1375.0,69.0,1484.0,279.0
2019,6037910805,Census Tract 9108.05,Acton,Los Angeles County,California,Acton,505.0,332.0,,,1317.0,850.0
2019,6037910812,Census Tract 9108.12,Acton,Los Angeles County,California,Acton,1702.0,193.0,1904.0,284.0,2172.0,338.0
2019,6037910813,Census Tract 9108.13,Acton,Los Angeles County,California,Acton,,,2333.0,421.0,2654.0,440.0
2019,6037800324,Census Tract 8003.24,Agoura Hills,Los Angeles County,California,AgouraHills,2289.0,770.0,3002.0,394.0,3251.0,114.0
2019,6037800326,Census Tract 8003.26,Agoura Hills,Los Angeles County,California,AgouraHills,1448.0,849.0,2081.0,259.0,2437.0,536.0
2019,6037800327,Census Tract 8003.27,Agoura Hills,Los Angeles County,California,AgouraHills,1946.0,299.0,2244.0,94.0,2519.0,260.0
2019,6037800328,Census Tract 8003.28,Agoura Hills,Los Angeles County,California,AgouraHills,1732.0,158.0,2092.0,236.0,2492.0,237.0
2019,6037800329,Census Tract 8003.29,Agoura Hills,Los Angeles County,California,AgouraHills,1885.0,164.0,2254.0,168.0,2706.0,349.0
2019,6037800332,Census Tract 8003.32,Agoura Hills,Los Angeles County,California,AgouraHills,3501.0,,3501.0,,3501.0,
2019,6037910804,Census Tract 9108.04,Agua Dulce,Los Angeles County,California,AguaDulce,1266.0,355.0,1375.0,69.0,1484.0,279.0
2019,6037910808,Census Tract 9108.08,Agua Dulce,Los Angeles County,California,AguaDulce,1691.0,141.0,1882.0,273.0,2219.0,576.0
2019,6037910810,Census Tract 9108.10,Agua Dulce,Los Angeles County,California,AguaDulce,,,,,2964.0,460.0
2019,6037910813,Census Tract 9108.13,Agua Dulce,Los Angeles County,California,AguaDulce,,,2333.0,421.0,2654.0,440.0
2019,6037480302,Census Tract 4803.02,Alhambra,Los Angeles County,California,Alhambra,1088.0,46.0,1366.0,121.0,1773.0,87.0
2019,6037480303,Census Tract 4803.03,Alhambra,Los Angeles County,California,Alhambra,1198.0,93.0,1430.0,70.0,1798.0,102.0
2019,6037480304,Census Tract 4803.04,Alhambra,Los Angeles County,California,Alhambra,1008.0,50.0,1260.0,65.0,1584.0,92.0
2019,6037480400,Census Tract 4804,Alhambra,Los Angeles County,California,Alhambra,1244.0,148.0,1463.0,116.0,1797.0,128.0
2019,6037480500,Census Tract 4805,Alhambra,Los Angeles County,California,Alhambra,1118.0,253.0,1606.0,255.0,2156.0,280.0
2019,6037480704,Census Tract 4807.04,Alhambra,Los Angeles County,California,Alhambra,1379.0,109.0,1707.0,71.0,1997.0,183.0
2019,6037480802,Census Tract 4808.02,Alhambra,Los Angeles County,California,Alhambra,933.0,34.0,999.0,442.0,1659.0,417.0
2019,6037480803,Census Tract 4808.03,Alhambra,Los Angeles County,California,Alhambra,963.0,222.0,1335.0,107.0,1625.0,204.0
2019,6037480804,Census Tract 4808.04,Alhambra,Los Angeles County,California,Alhambra,1098.0,83.0,1355.0,69.0,1696.0,143.0
2019,6037480901,Census Tract 4809.01,Alhambra,Los Angeles County,California,Alhambra,1141.0,80.0,1368.0,80.0,1649.0,125.0
2019,6037480902,Census Tract 4809.02,Alhambra,Los Angeles County,California,Alhambra,1043.0,80.0,1289.0,93.0,1593.0,144.0
2019,6037480903,Census Tract 4809.03,Alhambra,Los Angeles County,California,Alhambra,1104.0,70.0,1363.0,107.0,1712.0,100.0
2019,6037481001,Census Tract 4810.01,Alhambra,Los Angeles County,California,Alhambra,1072.0,170.0,1433.0,137.0,1968.0,260.0
2019,6037481002,Census Tract 4810.02,Alhambra,Los Angeles County,California,Alhambra,1187.0,137.0,1415.0,94.0,1857.0,247.0
2019,6037481500,Census Tract 4815,Alhambra,Los Angeles County,California,Alhambra,1215.0,199.0,1603.0,264.0,2054.0,268.0
2019,6037481603,Census Tract 4816.03,Alhambra,Los Angeles County,California,Alhambra,1121.0,78.0,1426.0,154.0,1956.0,244.0
2019,6037481604,Census Tract 4816.04,Alhambra,Los Angeles County,California,Alhambra,1156.0,61.0,1350.0,78.0,1630.0,220.0
2019,6037481605,Census Tract 4816.05,Alhambra,Los Angeles County,California,Alhambra,1021.0,96.0,1240.0,107.0,1583.0,247.0
2019,6037481606,Census Tract 4816.06,Alhambra,Los Angeles County,California,Alhambra,1129.0,65.0,1363.0,64.0,1658.0,116.0
2019,6037481800,Census Tract 4818,Alhambra,Los Angeles County,California,Alhambra,628.0,306.0,1100.0,986.0,2083.0,446.0
2019,6037481901,Census Tract 4819.01,Alhambra,Los Angeles County,California,Alhambra,1313.0,110.0,1550.0,152.0,1893.0,132.0
2019,6037481902,Census Tract 4819.02,Alhambra,Los Angeles County,California,Alhambra,1061.0,140.0,1311.0,149.0,1669.0,150.0
2019,6037603702,Census Tract 6037.02,Alondra Park,Los Angeles County,California,AlondraPark,1295.0,149.0,1509.0,498.0,2394.0,644.0
2019,6037603704,Census Tract 6037.04,Alondra Park,Los Angeles County,California,AlondraPark,976.0,38.0,1186.0,83.0,1444.0,81.0
2019,6037460100,Census Tract 4601,Altadena,Los Angeles County,California,Altadena,1232.0,189.0,1467.0,279.0,1843.0,335.0
2019,6037460200,Census Tract 4602,Altadena,Los Angeles County,California,Altadena,1348.0,164.0,1698.0,332.0,2303.0,838.0
2019,6037460301,Census Tract 4603.01,Altadena,Los Angeles County,California,Altadena,880.0,374.0,1447.0,957.0,2436.0,451.0
2019,6037460302,Census Tract 4603.02,Altadena,Los Angeles County,California,Altadena,1183.0,220.0,1607.0,281.0,2077.0,814.0
2019,6037460900,Census Tract 4609,Altadena,Los Angeles County,California,Altadena,1171.0,129.0,1455.0,125.0,1967.0,264.0
2019,6037461000,Census Tract 4610,Altadena,Los Angeles County,California,Altadena,1072.0,248.0,1408.0,135.0,1997.0,349.0
2019,6037461100,Census Tract 4611,Altadena,Los Angeles County,California,Altadena,1240.0,218.0,1490.0,134.0,1821.0,96.0
2019,6037461200,Census Tract 4612,Altadena,Los Angeles County,California,Altadena,1464.0,214.0,1686.0,121.0,1889.0,86.0
2019,6037461300,Census Tract 4613,Altadena,Los Angeles County,California,Altadena,1164.0,138.0,1572.0,215.0,2216.0,383.0
2019,6037462500,Census Tract 4625,Altadena,Los Angeles County,California,Altadena,1121.0,137.0,1688.0,252.0,2233.0,297.0
2019,6037430400,Census Tract 4304,Arcadia,Los Angeles County,California,Arcadia,1438.0,454.0,2554.0,1104.0,3299.0,582.0
2019,6037430600,Census Tract 4306,Arcadia,Los Angeles County,California,Arcadia,2197.0,900.0,3028.0,1282.0,3501.0,
2019,6037430701,Census Tract 4307.01,Arcadia,Los Angeles County,California,Arcadia,1225.0,99.0,1462.0,171.0,2495.0,1051.0
2019,6037430721,Census Tract 4307.21,Arcadia,Los Angeles County,California,Arcadia,1312.0,78.0,1513.0,119.0,1822.0,89.0
2019,6037430723,Census Tract 4307.23,Arcadia,Los Angeles County,California,Arcadia,1318.0,75.0,1570.0,153.0,1964.0,193.0
2019,6037430724,Census Tract 4307.24,Arcadia,Los Angeles County,California,Arcadia,1243.0,86.0,1509.0,145.0,1972.0,233.0
2019,6037430801,Census Tract 4308.01,Arcadia,Los Angeles County,California,Arcadia,1159.0,59.0,1434.0,136.0,1813.0,110.0
2019,6037430802,Census Tract 4308.02,Arcadia,Los Angeles County,California,Arcadia,1278.0,484.0,1774.0,171.0,2355.0,1623.0
2019,6037430803,Census Tract 4308.03,Arcadia,Los Angeles County,California,Arcadia,1346.0,243.0,1774.0,384.0,2786.0,384.0
2019,6037430902,Census Tract 4309.02,Arcadia,Los Angeles County,California,Arcadia,1236.0,173.0,1609.0,163.0,2026.0,208.0
2019,6037431300,Census Tract 4313,Arcadia,Los Angeles County,California,Arcadia,1088.0,673.0,1467.0,191.0,1916.0,215.0
2019,6037431400,Census Tract 4314,Arcadia,Los Angeles County,California,Arcadia,960.0,412.0,1239.0,379.0,2206.0,256.0
2019,6037431502,Census Tract 4315.02,Arcadia,Los Angeles County,California,Arcadia,1197.0,415.0,1735.0,133.0,2075.0,248.0
2019,6037431600,Census Tract 4316,Arcadia,Los Angeles County,California,Arcadia,892.0,307.0,2016.0,892.0,2473.0,416.0
2019,6037431700,Census Tract 4317,Arcadia,Los Angeles County,California,Arcadia,,,1180.0,277.0,1988.0,807.0
2019,6037431800,Census Tract 4318,Arcadia,Los Angeles County,California,Arcadia,1237.0,192.0,1607.0,160.0,1930.0,157.0
2019,6037431900,Census Tract 4319,Arcadia,Los Angeles County,California,Arcadia,1087.0,156.0,1388.0,88.0,1848.0,243.0
2019,6037432500,Census Tract 4325,Arcadia,Los Angeles County,California,Arcadia,960.0,105.0,1300.0,98.0,1465.0,85.0
2019,6037463101,Census Tract 4631.01,Arcadia,Los Angeles County,California,Arcadia,1136.0,148.0,1681.0,155.0,2103.0,170.0
2019,6037480011,Census Tract 4800.11,Arcadia,Los Angeles County,California,Arcadia,1140.0,54.0,1375.0,88.0,1769.0,133.0
2019,6037554514,Census Tract 5545.14,Artesia,Los Angeles County,California,Artesia,1663.0,142.0,2000.0,261.0,2578.0,241.0
2019,6037554515,Census Tract 5545.15,Artesia,Los Angeles County,California,Artesia,2102.0,934.0,2601.0,278.0,2825.0,110.0
2019,6037554516,Census Tract 5545.16,Artesia,Los Angeles County,California,Artesia,2339.0,411.0,2646.0,183.0,2856.0,116.0
2019,6037554521,Census Tract 5545.21,Artesia,Los Angeles County,California,Artesia,1485.0,137.0,1831.0,138.0,2564.0,339.0
2019,6037554801,Census Tract 5548.01,Artesia,Los Angeles County,California,Artesia,1191.0,141.0,1489.0,197.0,1966.0,561.0
2019,6037554802,Census Tract 5548.02,Artesia,Los Angeles County,California,Artesia,1261.0,113.0,1483.0,115.0,1856.0,117.0
2019,6037554900,Census Tract 5549,Artesia,Los Angeles County,California,Artesia,1270.0,111.0,1543.0,172.0,1965.0,261.0
2019,6037599000,Census Tract 5990,Avalon,Los Angeles County,California,Avalon,922.0,189.0,1405.0,157.0,1783.0,131.0
2019,6037599100,Census Tract 5991,Avalon,Los Angeles County,California,Avalon,,,1674.0,149.0,1837.0,74.0
2019,6037408202,Census Tract 4082.02,Avocado Heights,Los Angeles County,California,AvocadoHeights,875.0,106.0,1051.0,268.0,1448.0,268.0
2019,6037408301,Census Tract 4083.01,Avocado Heights,Los Angeles County,California,AvocadoHeights,804.0,423.0,1222.0,195.0,1527.0,235.0
2019,6037408302,Census Tract 4083.02,Avocado Heights,Los Angeles County,California,AvocadoHeights,1295.0,250.0,1931.0,696.0,2306.0,231.0
2019,6037408303,Census Tract 4083.03,Avocado Heights,Los Angeles County,California,AvocadoHeights,1466.0,270.0,1831.0,371.0,2182.0,301.0
2019,6037408402,Census Tract 4084.02,Avocado Heights,Los Angeles County,California,AvocadoHeights,1888.0,612.0,2512.0,448.0,2756.0,221.0
2019,6037400501,Census Tract 4005.01,Azusa,Los Angeles County,California,Azusa,,,3417.0,1862.0,3501.0,
2019,6037400602,Census Tract 4006.02,Azusa,Los Angeles County,California,Azusa,1022.0,131.0,1299.0,109.0,1520.0,265.0
2019,6037400603,Census Tract 4006.03,Azusa,Los Angeles County,California,Azusa,1103.0,216.0,1500.0,219.0,1957.0,230.0
2019,6037400604,Census Tract 4006.04,Azusa,Los Angeles County,California,Azusa,1103.0,123.0,1323.0,156.0,1628.0,267.0
2019,6037400800,Census Tract 4008,Azusa,Los Angeles County,California,Azusa,1229.0,846.0,2267.0,468.0,3000.0,397.0
2019,6037404000,Census Tract 4040,Azusa,Los Angeles County,California,Azusa,1141.0,504.0,1445.0,133.0,1741.0,108.0
2019,6037404100,Census Tract 4041,Azusa,Los Angeles County,California,Azusa,1305.0,107.0,1482.0,141.0,1776.0,122.0
2019,6037404201,Census Tract 4042.01,Azusa,Los Angeles County,California,Azusa,1031.0,556.0,1188.0,87.0,1545.0,272.0
2019,6037404202,Census Tract 4042.02,Azusa,Los Angeles County,California,Azusa,1031.0,95.0,1285.0,101.0,1533.0,191.0
2019,6037404301,Census Tract 4043.01,Azusa,Los Angeles County,California,Azusa,1110.0,45.0,1294.0,74.0,1486.0,94.0
2019,6037404302,Census Tract 4043.02,Azusa,Los Angeles County,California,Azusa,1324.0,161.0,1564.0,164.0,1782.0,90.0
2019,6037404401,Census Tract 4044.01,Azusa,Los Angeles County,California,Azusa,1063.0,127.0,1300.0,113.0,1485.0,139.0
2019,6037404402,Census Tract 4044.02,Azusa,Los Angeles County,California,Azusa,1155.0,79.0,1461.0,220.0,1877.0,186.0
2019,6037404501,Census Tract 4045.01,Azusa,Los Angeles County,California,Azusa,1132.0,124.0,1382.0,83.0,1653.0,141.0
2019,6037404503,Census Tract 4045.03,Azusa,Los Angeles County,California,Azusa,,,1662.0,122.0,1875.0,72.0
2019,6037404504,Census Tract 4045.04,Azusa,Los Angeles County,California,Azusa,1111.0,87.0,1315.0,61.0,1453.0,56.0
2019,6037930301,Census Tract 9303.01,Azusa,Los Angeles County,California,Azusa,868.0,312.0,,,2703.0,2180.0
2019,6037404701,Census Tract 4047.01,Baldwin Park,Los Angeles County,California,BaldwinPark,1077.0,295.0,1382.0,99.0,1752.0,401.0
2019,6037404702,Census Tract 4047.02,Baldwin Park,Los Angeles County,California,BaldwinPark,1207.0,212.0,1445.0,86.0,1754.0,97.0
